Team_Flag_Src,Score_A,Score_B,Period,Time,Player,Action_Description,Total_Seconds,Number,Team_side,Team,quarter,subst_flag,time_elapsed,X_0_j_A,X_5_j_A,X_7_j_A,X_8_j_A,X_11_j_A,X_14_j_A,X_16_j_A,X_34_j_A,X_44_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_4_j_B,X_7_j_B,X_8_j_B,X_9_j_B,X_13_j_B,X_19_j_B,X_24_j_B,X_92_j_B
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,9,22,Q1,03:52,Thomas Walkup,3pt jump shot missed,2032,0,A,GRE,1,0,24.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,03:52,RJ Barrett,defensive rebound,2032,9,B,CAN,1,0,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,9,22,Q1,03:46,Kostas Papanikolaou,personal foul,2026,16,A,GRE,1,0,6.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,03:46,RJ Barrett,foul drawn,2026,9,B,CAN,1,0,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,9,22,Q1,03:46,Thomas Walkup,Substitution out,2026,0,A,GRE,1,1,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,03:46,Dillon Brooks,Substitution out,2026,24,B,CAN,1,1,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,9,22,Q1,03:46,Vasilis Toliopoulos,Substitution in,2026,7,A,GRE,1,2,0.0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,03:46,Jamal Murray,Substitution in,2026,4,B,CAN,1,2,0.0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,9,22,Q1,03:40,,challenge accepted,2020,,,,1,0,6.0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,03:40,RJ Barrett,turnover; out of bounds,2020,9,B,CAN,1,0,0.0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,12,22,Q1,03:26,Kostas Papanikolaou,made the assist,2006,16,A,GRE,1,0,14.0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,12,22,Q1,03:26,Dinos Mitoglou,3pt jump shot made,2006,44,A,GRE,1,0,0.0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
