,Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_0_j_A,X_1_j_A,X_2_j_A,X_3_j_A,X_7_j_A,X_9_j_A,X_13_j_A,X_23_j_A,X_24_j_A,X_2_j_B,X_6_j_B,X_8_j_B,X_9_j_B,X_10_j_B,X_11_j_B,X_14_j_B,X_32_j_B,X_50_j_B,X_99_j_B
0,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,10:00,50,Bruno Caboclo,jump ball lost,2400.0,1,,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
1,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,10:00,7,Dwight Powell,jump ball won,2400.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
2,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:37,13,Kelly Olynyk,2pt driving layup missed,2377.0,1,23.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
3,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:37,7,Dwight Powell,offensive rebound,2377.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
4,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:30,50,Bruno Caboclo,defensive rebound,2370.0,1,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
5,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:30,50,Bruno Caboclo,blocked the shot,2370.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
6,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:30,9,RJ  Barrett,2pt driving layup blocked,2370.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
7,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:29,,,jump ball situation; throw-in,2369.0,1,1.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
8,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,9:08,10,Tim Soares,turnover; ball handling,2348.0,1,21.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
9,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,8:43,2,Shai Gilgeous-Alexander,2pt floating jump shot missed,2323.0,1,25.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
10,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,8:43,2,Yago Santos,defensive rebound,2323.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
11,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,8:18,13,Kelly Olynyk,defensive rebound,2298.0,1,25.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
12,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,8:18,14,Leonardo Meindl,2pt driving layup missed,2298.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
13,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,8:11,7,Dwight Powell,dunk made,2291.0,1,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
14,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,8:11,24,Dillon Brooks,made the assist,2291.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
15,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,8:00,2,Yago Santos,foul drawn,2280.0,1,11.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
16,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,8:00,24,Dillon Brooks,personal foul,2280.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
17,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,7:45,,,team turnover; 24 seconds violation,2265.0,1,15.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
18,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,7:33,10,Tim Soares,defensive rebound,2253.0,1,12.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
19,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,0,Q1,7:33,24,Dillon Brooks,2pt jump shot missed,2253.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
20,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,3,Q1,7:14,50,Bruno Caboclo,3pt jump shot made,2234.0,1,19.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
21,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,3,Q1,7:14,10,Tim Soares,made the assist,2234.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
22,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,3,Q1,7:07,10,Tim Soares,personal foul,2227.0,1,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
23,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,3,Q1,7:07,7,Dwight Powell,foul drawn,2227.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
24,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,3,Q1,7:01,50,Bruno Caboclo,personal foul; 1 free throw awarded,2221.0,1,6.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
25,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,3,Q1,7:01,7,Dwight Powell,foul drawn,2221.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
26,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,3,Q1,7:01,24,Dillon Brooks,made the assist,2221.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
27,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,3,Q1,7:01,7,Dwight Powell,2pt jump shot made,2221.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
28,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,7:01,7,Dwight Powell,1st free throw made,2221.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
29,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,6:42,10,Tim Soares,turnover; 5 seconds violation,2202.0,1,19.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
30,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,6:24,7,Dwight Powell,dunk blocked,2184.0,1,18.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
31,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,6:24,50,Bruno Caboclo,blocked the shot,2184.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
32,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,6:24,32,Georginho De Paula,defensive rebound,2184.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
33,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,6:01,14,Leonardo Meindl,2pt step back jump shot missed,2161.0,1,23.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
34,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,3,Q1,6:01,50,Bruno Caboclo,offensive rebound,2161.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
35,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,5,Q1,5:54,50,Bruno Caboclo,tip in made,2154.0,1,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
36,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,5,Q1,5:44,32,Georginho De Paula,defensive rebound,2144.0,1,10.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
37,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,5,Q1,5:44,2,Shai Gilgeous-Alexander,2pt jump shot missed,2144.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
38,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,7,Q1,5:20,2,Yago Santos,made the assist,2120.0,1,24.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
39,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,7,Q1,5:20,10,Tim Soares,layup made,2120.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
40,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,7,Q1,5:08,32,Georginho De Paula,defensive rebound,2108.0,1,12.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
41,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,7,Q1,5:08,2,Shai Gilgeous-Alexander,layup missed,2108.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
42,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,7,Q1,4:46,50,Bruno Caboclo,3pt jump shot missed,2086.0,1,22.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
43,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,7,Q1,4:46,14,Leonardo Meindl,offensive rebound,2086.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
44,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,9,Q1,4:30,50,Bruno Caboclo,dunk made,2070.0,1,16.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
45,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,9,Q1,4:30,2,Yago Santos,made the assist,2070.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
46,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,9,Q1,4:11,14,Leonardo Meindl,defensive rebound,2051.0,1,19.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
47,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,9,Q1,4:11,9,RJ  Barrett,3pt step back jump shot missed,2051.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
48,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,11,Q1,3:49,14,Leonardo Meindl,foul drawn,2029.0,1,22.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
49,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,11,Q1,3:49,14,Leonardo Meindl,2pt turnaround jump shot made,2029.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
50,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,11,Q1,3:49,7,Dwight Powell,personal foul; 1 free throw awarded,2029.0,1,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
51,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,11,Q1,3:49,13,Kelly Olynyk,Substitution out,2029.0,1,0.0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
52,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,11,Q1,3:49,1,Nickeil Alexander-Walker,Substitution in,2029.0,1,0.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
53,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,12,Q1,3:49,14,Leonardo Meindl,1st free throw made,2029.0,1,0.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
54,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,12,Q1,3:35,2,Shai Gilgeous-Alexander,foul drawn,2015.0,1,14.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
55,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,12,Q1,3:35,2,Yago Santos,personal foul,2015.0,1,0.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
56,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,12,Q1,3:30,10,Tim Soares,personal foul; 2 free throws awarded,2010.0,1,5.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
57,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,5,12,Q1,3:30,2,Shai Gilgeous-Alexander,foul drawn,2010.0,1,0.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
58,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,12,Q1,3:30,2,Shai Gilgeous-Alexander,1st of 2 free throws made,2010.0,1,0.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
59,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:30,2,Shai Gilgeous-Alexander,2nd of 2 free throws made,2010.0,1,0.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
60,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:30,10,Tim Soares,Substitution out,2010.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:30,9,RJ  Barrett,Substitution out,2010.0,1,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
62,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:30,99,Lucas Dias,Substitution in,2010.0,1,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
63,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:30,0,Luguentz Dort,Substitution in,2010.0,1,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
64,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:03,14,Leonardo Meindl,3pt turnaround jump shot missed,1983.0,1,27.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
65,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,3:03,,,team defensive rebound,1983.0,1,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
66,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,10,12,Q1,2:48,1,Nickeil Alexander-Walker,3pt step back jump shot made,1968.0,1,15.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
67,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,10,14,Q1,2:20,14,Leonardo Meindl,2pt step back jump shot made,1940.0,1,28.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
68,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:58,1,Nickeil Alexander-Walker,made the assist,1918.0,1,22.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
69,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:58,0,Luguentz Dort,3pt jump shot made,1918.0,1,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
70,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,99,Lucas Dias,turnover,1896.0,1,22.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
71,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,99,Lucas Dias,offensive foul,1896.0,1,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
72,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,1,Nickeil Alexander-Walker,foul drawn,1896.0,1,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
73,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,2,Yago Santos,Substitution out,1896.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,32,Georginho De Paula,Substitution out,1896.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,24,Dillon Brooks,Substitution out,1896.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,7,Dwight Powell,Substitution out,1896.0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
77,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,9,Marcelinho Huertas,Substitution in,1896.0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
78,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,11,Gui Santos,Substitution in,1896.0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
79,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,3,Melvin Ejim,Substitution in,1896.0,1,0.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
80,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:36,13,Kelly Olynyk,Substitution in,1896.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
81,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:25,2,Shai Gilgeous-Alexander,2pt driving layup blocked,1885.0,1,11.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
82,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:25,9,Marcelinho Huertas,defensive rebound,1885.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
83,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,14,Q1,1:25,50,Bruno Caboclo,blocked the shot,1885.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
84,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,1:04,11,Gui Santos,2pt turnaround jump shot made,1864.0,1,21.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
85,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:47,99,Lucas Dias,blocked the shot,1847.0,1,17.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
86,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:47,11,Gui Santos,defensive rebound,1847.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
87,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:47,1,Nickeil Alexander-Walker,3pt jump shot blocked,1847.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
88,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:23,14,Leonardo Meindl,3pt pullup jump shot missed,1823.0,1,24.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
89,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:23,1,Nickeil Alexander-Walker,defensive rebound,1823.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
90,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:01,50,Bruno Caboclo,defensive rebound,1801.0,1,22.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
91,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q1,0:01,1,Nickeil Alexander-Walker,3pt jump shot missed,1801.0,1,0.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
92,,,0,0,Q1,00:00,,,End of quarter,1800.0,1,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
93,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q2,10:00,,,jump ball situation; throw-in,1800.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
94,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q2,9:53,50,Bruno Caboclo,steal,1793.0,2,7.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
95,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,16,Q2,9:53,1,Nickeil Alexander-Walker,turnover; bad pass,1793.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
