,Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_0_j_A,X_1_j_A,X_2_j_A,X_3_j_A,X_7_j_A,X_9_j_A,X_13_j_A,X_23_j_A,X_24_j_A,X_2_j_B,X_6_j_B,X_8_j_B,X_9_j_B,X_10_j_B,X_11_j_B,X_14_j_B,X_32_j_B,X_50_j_B,X_99_j_B
302,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,40,Q3,2:31,50,Bruno Caboclo,2pt driving layup made,751.0,3,15.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
303,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,40,Q3,2:31,32,Georginho De Paula,made the assist,751.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
304,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,2:13,2,Shai Gilgeous-Alexander,3pt step back jump shot made,733.0,3,18.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
305,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,50,Bruno Caboclo,layup blocked,715.0,3,18.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
306,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,,,team offensive rebound,715.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
307,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,2,Shai Gilgeous-Alexander,blocked the shot,715.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
308,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,32,Georginho De Paula,Substitution out,715.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,7,Dwight Powell,Substitution out,715.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,9,Marcelinho Huertas,Substitution out,715.0,3,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
311,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,2,Yago Santos,Substitution in,715.0,3,0.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
312,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,8,Vítor Benite,Substitution in,715.0,3,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
313,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:55,13,Kelly Olynyk,Substitution in,715.0,3,0.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
314,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:46,50,Bruno Caboclo,2pt turnaround jump shot missed,706.0,3,9.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
315,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:46,2,Shai Gilgeous-Alexander,defensive rebound,706.0,3,0.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
316,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:36,8,Vítor Benite,personal foul,696.0,3,10.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
317,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:36,2,Shai Gilgeous-Alexander,foul drawn,696.0,3,0.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
318,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:30,50,Bruno Caboclo,personal foul; 2 free throws awarded,690.0,3,6.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
319,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,40,Q3,1:30,13,Kelly Olynyk,foul drawn,690.0,3,0.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
320,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,51,40,Q3,1:30,13,Kelly Olynyk,1st of 2 free throws made,690.0,3,0.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
321,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:30,13,Kelly Olynyk,2nd of 2 free throws made,690.0,3,0.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1
322,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:30,50,Bruno Caboclo,Substitution out,690.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
323,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:30,10,Tim Soares,Substitution in,690.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
324,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:12,8,Vítor Benite,2pt pullup jump shot missed,672.0,3,18.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
325,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:12,0,Luguentz Dort,defensive rebound,672.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
326,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:03,11,Gui Santos,defensive rebound,663.0,3,9.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
327,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,40,Q3,1:03,1,Nickeil Alexander-Walker,3pt jump shot missed,663.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
328,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,42,Q3,0:38,2,Yago Santos,2pt floating jump shot made,638.0,3,25.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
329,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,42,Q3,0:38,8,Vítor Benite,made the assist,638.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
330,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,42,Q3,0:19,0,Luguentz Dort,offensive rebound,619.0,3,19.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
331,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,42,Q3,0:19,13,Kelly Olynyk,3pt jump shot missed,619.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
332,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,42,Q3,0:14,10,Tim Soares,defensive rebound,614.0,3,5.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
333,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,42,Q3,0:14,0,Luguentz Dort,2pt jump shot missed,614.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
334,,,37,27,Q3,00:00,,,End of quarter,600.0,3,14.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
335,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,45,Q3,0:00,99,Lucas Dias,3pt jump shot from center made,600.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
336,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,45,Q3,0:00,2,Yago Santos,made the assist,600.0,3,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1
337,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,45,Q4,10:00,0,Luguentz Dort,technical foul,600.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
338,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,46,Q4,10:00,8,Vítor Benite,1st free throw made,600.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
339,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,46,Q4,10:00,,,jump ball situation; throw-in,600.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
340,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,46,Q4,9:36,,,team turnover; 24 seconds violation,576.0,4,24.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
341,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,46,Q4,9:14,99,Lucas Dias,offensive rebound,554.0,4,22.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
342,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,46,Q4,9:14,11,Gui Santos,3pt jump shot missed,554.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
343,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,9:09,99,Lucas Dias,2pt jump shot inside the paint made,549.0,4,5.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
344,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:59,99,Lucas Dias,personal foul,539.0,4,10.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
345,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:59,0,Luguentz Dort,foul drawn,539.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
346,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:52,11,Gui Santos,defensive rebound,532.0,4,7.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
347,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:52,1,Nickeil Alexander-Walker,2pt driving layup missed,532.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
348,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:51,11,Gui Santos,foul drawn,531.0,4,1.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
349,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:51,13,Kelly Olynyk,personal foul,531.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
350,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:34,10,Tim Soares,offensive rebound,514.0,4,17.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
351,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:34,2,Yago Santos,3pt jump shot from center missed,514.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
352,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:17,,,team turnover; 24 seconds violation,497.0,4,17.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
353,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:17,11,Gui Santos,2pt driving layup missed,497.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
354,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:06,13,Kelly Olynyk,turnover; ball handling,486.0,4,11.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
355,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q4,8:06,8,Vítor Benite,steal,486.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
356,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:45,99,Lucas Dias,3pt jump shot made,465.0,4,21.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
357,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:45,2,Yago Santos,made the assist,465.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
358,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:24,99,Lucas Dias,defensive rebound,444.0,4,21.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
359,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:24,1,Nickeil Alexander-Walker,3pt jump shot from center missed,444.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
360,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,11,Gui Santos,foul drawn,420.0,4,24.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
361,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,23,Phil Scrubb,personal foul; 2 free throws awarded,420.0,4,0.0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
362,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,3,Melvin Ejim,Substitution out,420.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,13,Kelly Olynyk,Substitution out,420.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,23,Phil Scrubb,Substitution out,420.0,4,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
365,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,24,Dillon Brooks,Substitution in,420.0,4,0.0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
366,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,2,Shai Gilgeous-Alexander,Substitution in,420.0,4,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
367,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,51,Q4,7:00,7,Dwight Powell,Substitution in,420.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
368,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,52,Q4,7:00,11,Gui Santos,1st of 2 free throws made,420.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
369,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,52,Q4,7:00,2,Yago Santos,made the assist,420.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
370,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,53,Q4,7:00,11,Gui Santos,2nd of 2 free throws made,420.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
371,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,53,Q4,6:45,8,Vítor Benite,personal foul; 1 free throw awarded,405.0,4,15.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
372,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,53,Q4,6:45,2,Shai Gilgeous-Alexander,foul drawn,405.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
373,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,53,Q4,6:45,2,Shai Gilgeous-Alexander,2pt floating jump shot made,405.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
374,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:45,2,Shai Gilgeous-Alexander,1st free throw made,405.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
375,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:19,10,Tim Soares,2pt floating jump shot missed,379.0,4,26.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
376,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:19,0,Luguentz Dort,defensive rebound,379.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
377,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:08,1,Nickeil Alexander-Walker,3pt jump shot missed,368.0,4,11.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
378,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:08,7,Dwight Powell,offensive rebound,368.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
379,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:01,0,Luguentz Dort,3pt jump shot missed,361.0,4,7.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
380,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,6:01,2,Yago Santos,defensive rebound,361.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
381,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:43,2,Yago Santos,3pt pullup jump shot missed,343.0,4,18.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
382,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:43,24,Dillon Brooks,defensive rebound,343.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
383,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,99,Lucas Dias,steal,322.0,4,21.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
384,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,8,Vítor Benite,foul drawn,322.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
385,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,7,Dwight Powell,personal foul,322.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
386,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,2,Shai Gilgeous-Alexander,turnover; ball handling,322.0,4,0.0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
387,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,2,Yago Santos,Substitution out,322.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,8,Vítor Benite,Substitution out,322.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,1,Nickeil Alexander-Walker,Substitution out,322.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,32,Georginho De Paula,Substitution in,322.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
391,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,50,Bruno Caboclo,Substitution in,322.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
392,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:22,9,RJ  Barrett,Substitution in,322.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
393,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:18,10,Tim Soares,Substitution out,318.0,4,4.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
394,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,53,Q4,5:18,2,Yago Santos,Substitution in,318.0,4,0.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
395,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,55,Q4,4:56,50,Bruno Caboclo,2pt driving layup made,296.0,4,22.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
396,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,55,55,Q4,4:56,2,Yago Santos,made the assist,296.0,4,0.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
397,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,55,Q4,4:31,0,Luguentz Dort,2pt jump shot made,271.0,4,25.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
398,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,55,Q4,4:08,2,Yago Santos,foul drawn,248.0,4,23.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
