Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_4_j_A,X_5_j_A,X_6_j_A,X_9_j_A,X_10_j_A,X_11_j_A,X_12_j_A,X_14_j_A,X_15_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_3_j_B,X_7_j_B,X_9_j_B,X_13_j_B,X_15_j_B,X_23_j_B,X_24_j_B
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,102,100,Q4,2:52,4,Tyrese Haliburton,made the assist,472.0,4,6.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,102,100,Q4,2:52,12,Josh Hart,layup made,472.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,102,103,Q4,2:36,24,Dillon Brooks,made the assist,456.0,4,16.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,102,103,Q4,2:36,9,RJ Barrett,3pt jump shot made,456.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,103,Q4,2:15,5,Mikal Bridges,1st free throw missed,435.0,4,21.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,103,Q4,2:15,2,Shai Gilgeous-Alexander,defensive rebound,435.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,103,Q4,2:15,9,RJ Barrett,personal foul; 1 free throw awarded,435.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,103,Q4,2:15,5,Mikal Bridges,3pt jump shot made,435.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,103,Q4,2:15,10,Anthony Edwards,made the assist,435.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,103,Q4,2:15,5,Mikal Bridges,foul drawn,435.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,106,Q4,1:56,2,Shai Gilgeous-Alexander,made the assist,416.0,4,19.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,106,Q4,1:56,24,Dillon Brooks,3pt jump shot made,416.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,106,Q4,1:39,10,Anthony Edwards,3pt pullup jump shot missed,399.0,4,17.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,105,106,Q4,1:39,5,Mikal Bridges,offensive rebound,399.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:33,10,Anthony Edwards,2pt driving layup made,393.0,4,6.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:33,5,Mikal Bridges,made the assist,393.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:12,24,Dillon Brooks,foul drawn,372.0,4,21.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:12,24,Dillon Brooks,1st of 2 free throws missed,372.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:12,12,Josh Hart,personal foul; 2 free throws awarded,372.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:12,7,Dwight Powell,Substitution out,372.0,4,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,106,Q4,1:12,1,Nickeil Alexander-Walker,Substitution in,372.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,107,Q4,1:12,24,Dillon Brooks,2nd of 2 free throws made,372.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,107,Q4,1:12,2,Shai Gilgeous-Alexander,made the assist,372.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,107,Q4,0:51,4,Tyrese Haliburton,3pt jump shot from center missed,351.0,4,21.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,107,Q4,0:51,2,Shai Gilgeous-Alexander,defensive rebound,351.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,109,Q4,0:34,2,Shai Gilgeous-Alexander,2pt fadeaway jump shot made,334.0,4,17.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,109,Q4,0:23,10,Anthony Edwards,2pt step back jump shot missed,323.0,4,11.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,109,Q4,0:23,24,Dillon Brooks,defensive rebound,323.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,109,Q4,0:20,24,Dillon Brooks,foul drawn,320.0,4,3.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,109,Q4,0:20,12,Josh Hart,personal foul; 2 free throws awarded,320.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,110,Q4,0:20,24,Dillon Brooks,1st of 2 free throws made,320.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:20,24,Dillon Brooks,2nd of 2 free throws made,320.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:08,24,Dillon Brooks,blocked the shot,308.0,4,12.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:08,15,Austin Reaves,offensive rebound,308.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:08,15,Austin Reaves,2pt pullup jump shot blocked,308.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:06,5,Mikal Bridges,offensive rebound,306.0,4,2.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:06,15,Austin Reaves,2pt jump shot missed,306.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,9,RJ Barrett,personal foul; 2 free throws awarded,304.0,4,2.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,5,Mikal Bridges,foul drawn,304.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,12,Josh Hart,Substitution out,304.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,0,Luguentz Dort,Substitution out,304.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,1,Nickeil Alexander-Walker,Substitution out,304.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,10,Anthony Edwards,Substitution out,304.0,4,0.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,7,Dwight Powell,Substitution in,304.0,4,0.0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,15,Zach Edey,Substitution in,304.0,4,0.0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,9,Bobby Portis Jr,Substitution in,304.0,4,0.0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,107,111,Q4,0:04,14,Walker Kessler,Substitution in,304.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,108,111,Q4,0:04,5,Mikal Bridges,1st of 2 free throws made,304.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,108,111,Q4,0:04,5,Mikal Bridges,offensive rebound,304.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,108,111,Q4,0:04,5,Mikal Bridges,2nd of 2 free throws missed,304.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
,,82,91,Q4,00:00,,,End of quarter,300.0,4,4.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,13,Kelly Olynyk,3pt fadeaway jump shot missed,300.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,5,Mikal Bridges,3pt turnaround jump shot made,300.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,7,Dwight Powell,Substitution out,300.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,15,Zach Edey,Substitution out,300.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,4,Tyrese Haliburton,Substitution out,300.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,9,Bobby Portis Jr,Substitution out,300.0,4,0.0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,12,Josh Hart,Substitution in,300.0,4,0.0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,0,Luguentz Dort,Substitution in,300.0,4,0.0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,13,Kelly Olynyk,Substitution in,300.0,4,0.0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,111,Q4,0:00,10,Anthony Edwards,Substitution in,300.0,4,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,4:51,7,Dwight Powell,made the assist,291.0,5,9.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,4:51,2,Shai Gilgeous-Alexander,2pt fadeaway jump shot made,291.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,4:24,15,Austin Reaves,2pt pullup jump shot missed,264.0,5,27.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,4:24,5,Mikal Bridges,offensive rebound,264.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,4:11,10,Anthony Edwards,2pt fadeaway jump shot missed,251.0,5,13.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,4:11,7,Dwight Powell,defensive rebound,251.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,3:47,0,Luguentz Dort,offensive rebound,227.0,5,24.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,113,OT1,3:47,9,RJ Barrett,2pt fadeaway jump shot missed,227.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,116,OT1,3:37,2,Shai Gilgeous-Alexander,3pt step back jump shot made,217.0,5,10.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,116,OT1,3:25,12,Josh Hart,foul drawn,205.0,5,12.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,111,116,OT1,3:25,2,Shai Gilgeous-Alexander,personal foul; 2 free throws awarded,205.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:25,12,Josh Hart,2nd of 2 free throws missed,205.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:25,12,Josh Hart,1st of 2 free throws made,205.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:25,9,RJ Barrett,defensive rebound,205.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:09,2,Shai Gilgeous-Alexander,foul drawn,189.0,5,16.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:09,12,Josh Hart,personal foul; 2 free throws awarded,189.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:09,12,Josh Hart,Substitution out,189.0,5,0.0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,116,OT1,3:09,11,Jalen Brunson,Substitution in,189.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,117,OT1,3:09,2,Shai Gilgeous-Alexander,1st of 2 free throws made,189.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,118,OT1,3:09,2,Shai Gilgeous-Alexander,2nd of 2 free throws made,189.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,118,OT1,2:54,11,Jalen Brunson,3pt jump shot missed,174.0,5,15.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,118,OT1,2:54,15,Austin Reaves,offensive rebound,174.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,118,OT1,2:50,7,Dwight Powell,personal foul; 2 free throws awarded,170.0,5,4.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,112,118,OT1,2:50,15,Austin Reaves,foul drawn,170.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,113,118,OT1,2:50,15,Austin Reaves,1st of 2 free throws made,170.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,114,118,OT1,2:50,15,Austin Reaves,2nd of 2 free throws made,170.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,114,120,OT1,2:29,24,Dillon Brooks,2pt fadeaway jump shot made,149.0,5,21.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,114,120,OT1,2:20,24,Dillon Brooks,personal foul; 2 free throws awarded,140.0,5,9.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,114,120,OT1,2:20,10,Anthony Edwards,foul drawn,140.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,120,OT1,2:20,10,Anthony Edwards,2nd of 2 free throws missed,140.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,120,OT1,2:20,9,RJ Barrett,defensive rebound,140.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,120,OT1,2:20,10,Anthony Edwards,1st of 2 free throws made,140.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,120,OT1,1:58,24,Dillon Brooks,foul drawn,118.0,5,22.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,120,OT1,1:58,11,Jalen Brunson,personal foul; 2 free throws awarded,118.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:58,24,Dillon Brooks,1st of 2 free throws made,118.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:58,24,Dillon Brooks,2nd of 2 free throws missed,118.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:58,0,Luguentz Dort,offensive rebound,118.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
