Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_4_j_A,X_5_j_A,X_6_j_A,X_9_j_A,X_10_j_A,X_11_j_A,X_12_j_A,X_14_j_A,X_15_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_3_j_B,X_7_j_B,X_9_j_B,X_13_j_B,X_15_j_B,X_23_j_B,X_24_j_B
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:33,23,Phil Scrubb,Substitution in,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:33,3,Melvin Ejim,Substitution in,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,28,Q1,2:33,10,Anthony Edwards,1st of 2 free throws made,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,28,Q1,2:33,9,Bobby Portis Jr,made the assist,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,28,Q1,2:33,10,Anthony Edwards,2nd of 2 free throws made,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,30,Q1,2:17,15,Austin Reaves,personal foul; 1 free throw awarded,2237.0,1,16.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,30,Q1,2:17,13,Kelly Olynyk,layup made,2237.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,30,Q1,2:17,3,Melvin Ejim,made the assist,2237.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,30,Q1,2:17,13,Kelly Olynyk,foul drawn,2237.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,30,Q1,2:17,10,Anthony Edwards,Substitution out,2237.0,1,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,30,Q1,2:17,12,Josh Hart,Substitution in,2237.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,19,31,Q1,2:17,13,Kelly Olynyk,1st free throw made,2237.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,31,Q1,2:02,9,Bobby Portis Jr,alley oop made,2222.0,1,15.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,31,Q1,2:02,5,Mikal Bridges,made the assist,2222.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:40,13,Kelly Olynyk,made the assist,2200.0,1,22.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:40,3,Melvin Ejim,3pt jump shot made,2200.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:28,13,Kelly Olynyk,defensive rebound,2188.0,1,12.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:28,9,Bobby Portis Jr,3pt jump shot missed,2188.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:17,13,Kelly Olynyk,turnover,2177.0,1,11.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:17,13,Kelly Olynyk,offensive foul,2177.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:17,9,Bobby Portis Jr,foul drawn,2177.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:08,23,Phil Scrubb,personal foul; 2 free throws awarded,2168.0,1,9.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:08,15,Austin Reaves,foul drawn,2168.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:08,5,Mikal Bridges,Substitution out,2168.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,21,34,Q1,1:08,6,Cameron Johnson,Substitution in,2168.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,22,34,Q1,1:08,15,Austin Reaves,1st of 2 free throws made,2168.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,23,34,Q1,1:08,15,Austin Reaves,2nd of 2 free throws made,2168.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,23,34,Q1,0:46,3,Melvin Ejim,2pt jump shot blocked,2146.0,1,22.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,23,34,Q1,0:46,4,Tyrese Haliburton,blocked the shot,2146.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,23,34,Q1,0:46,6,Cameron Johnson,defensive rebound,2146.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,25,34,Q1,0:24,6,Cameron Johnson,made the assist,2124.0,1,22.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,25,34,Q1,0:24,9,Bobby Portis Jr,2pt floating jump shot made,2124.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
,,0,0,Q1,00:00,,,End of quarter,2100.0,1,24.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,25,34,Q1,0:00,1,Nickeil Alexander-Walker,3pt step back jump shot missed,2100.0,1,0.0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,28,34,Q2,9:47,12,Josh Hart,3pt jump shot made,2087.0,2,13.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,28,34,Q2,9:47,15,Austin Reaves,made the assist,2087.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,28,36,Q2,9:28,13,Kelly Olynyk,2pt pullup jump shot made,2068.0,2,19.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,28,36,Q2,9:28,3,Melvin Ejim,made the assist,2068.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,9:15,4,Tyrese Haliburton,made the assist,2055.0,2,13.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,9:15,9,Bobby Portis Jr,layup made,2055.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,9:02,13,Kelly Olynyk,turnover; bad pass,2042.0,2,13.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,9:02,9,Bobby Portis Jr,steal,2042.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:56,15,Zach Edey,defensive rebound,2036.0,2,6.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:56,15,Austin Reaves,3pt jump shot missed,2036.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:50,13,Kelly Olynyk,turnover,2030.0,2,6.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:50,13,Kelly Olynyk,offensive foul,2030.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:50,15,Austin Reaves,foul drawn,2030.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:43,15,Austin Reaves,foul drawn,2023.0,2,7.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:43,15,Zach Edey,personal foul,2023.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:43,13,Kelly Olynyk,Substitution out,2023.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,30,36,Q2,8:43,24,Dillon Brooks,Substitution in,2023.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,32,36,Q2,8:36,15,Austin Reaves,2pt pullup jump shot made,2016.0,2,7.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,32,36,Q2,8:36,2,Shai Gilgeous-Alexander,personal foul; 1 free throw awarded,2016.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,32,36,Q2,8:36,15,Austin Reaves,foul drawn,2016.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,33,36,Q2,8:36,15,Austin Reaves,1st free throw made,2016.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,33,36,Q2,8:22,4,Tyrese Haliburton,defensive rebound,2002.0,2,14.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,33,36,Q2,8:22,24,Dillon Brooks,2pt fadeaway jump shot missed,2002.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,35,36,Q2,8:17,4,Tyrese Haliburton,made the assist,1997.0,2,5.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,35,36,Q2,8:17,12,Josh Hart,2pt driving layup made,1997.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,35,36,Q2,7:56,1,Nickeil Alexander-Walker,3pt jump shot missed,1976.0,2,21.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,35,36,Q2,7:56,4,Tyrese Haliburton,defensive rebound,1976.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:47,4,Tyrese Haliburton,made the assist,1967.0,2,9.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:47,6,Cameron Johnson,3pt jump shot made,1967.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:46,15,Zach Edey,Substitution out,1966.0,2,1.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:46,3,Melvin Ejim,Substitution out,1966.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:46,1,Nickeil Alexander-Walker,Substitution out,1966.0,2,0.0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:46,0,Luguentz Dort,Substitution in,1966.0,2,0.0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:46,7,Dwight Powell,Substitution in,1966.0,2,0.0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:46,9,RJ Barrett,Substitution in,1966.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:29,2,Shai Gilgeous-Alexander,2pt step back jump shot missed,1949.0,2,17.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:29,12,Josh Hart,defensive rebound,1949.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:23,9,Bobby Portis Jr,foul drawn,1943.0,2,6.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,36,Q2,7:23,0,Luguentz Dort,personal foul; 2 free throws awarded,1943.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,39,36,Q2,7:23,12,Josh Hart,made the assist,1943.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,39,36,Q2,7:23,9,Bobby Portis Jr,1st of 2 free throws made,1943.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,36,Q2,7:23,9,Bobby Portis Jr,2nd of 2 free throws made,1943.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,36,Q2,7:13,0,Luguentz Dort,2pt driving layup missed,1933.0,2,10.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,36,Q2,7:13,9,Bobby Portis Jr,defensive rebound,1933.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,36,Q2,7:08,12,Josh Hart,turnover; ball handling,1928.0,2,5.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,39,Q2,6:53,24,Dillon Brooks,3pt pullup jump shot made,1913.0,2,15.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,39,Q2,6:33,2,Shai Gilgeous-Alexander,defensive rebound,1893.0,2,20.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,39,Q2,6:33,4,Tyrese Haliburton,3pt jump shot missed,1893.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,41,Q2,6:27,6,Cameron Johnson,personal foul; 1 free throw awarded,1887.0,2,6.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,41,Q2,6:27,2,Shai Gilgeous-Alexander,2pt floating jump shot made,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,41,Q2,6:27,2,Shai Gilgeous-Alexander,foul drawn,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,2,Shai Gilgeous-Alexander,1st free throw made,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,15,Austin Reaves,Substitution out,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,12,Josh Hart,Substitution out,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,6,Cameron Johnson,Substitution out,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,9,Bobby Portis Jr,Substitution out,1887.0,2,0.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,14,Walker Kessler,Substitution in,1887.0,2,0.0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,11,Jalen Brunson,Substitution in,1887.0,2,0.0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,10,Anthony Edwards,Substitution in,1887.0,2,0.0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:27,5,Mikal Bridges,Substitution in,1887.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:05,7,Dwight Powell,defensive rebound,1865.0,2,22.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,42,Q2,6:05,4,Tyrese Haliburton,3pt jump shot missed,1865.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,44,Q2,5:48,2,Shai Gilgeous-Alexander,2pt floating jump shot made,1848.0,2,17.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,5:38,5,Mikal Bridges,2pt pullup jump shot made,1838.0,2,10.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
